congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nokken_poole_dim1,nokken_poole_dim2
98,House,14825,1,2,CT,100,0,1,"GEJDENSON, Samuel",G000120,1948,,-0.416,-0.486,-0.77,-0.637
98,House,14877,1,1,CT,100,0,1,"KENNELLY, Barbara Bailey",K000118,1936,,-0.346,-0.13,-0.437,-0.032
98,House,15028,1,6,CT,200,0,1,"JOHNSON, Nancy Lee",J000163,1935,,0.122,-0.513,0.095,-0.521
98,House,15045,1,3,CT,100,0,1,"MORRISON, Bruce Andrew",M000992,1944,,-0.396,-0.59,-0.399,-0.408
98,House,15015,11,1,DE,100,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.176,-0.224,-0.109,-0.26
98,House,633,43,3,FL,100,0,1,"BENNETT, Charles Edward",B000371,1910,2003,-0.088,0.421,-0.07,0.343
98,House,3078,43,19,FL,100,0,1,"FASCELL, Dante Bruno",F000041,1917,1998,-0.4,0.229,-0.371,0.321
98,House,7333,43,18,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-0.421,0.492
98,House,10587,43,2,FL,100,0,1,"FUQUA, Don",F000430,1933,,-0.173,0.715,-0.215,0.73
98,House,10588,43,7,FL,100,0,1,"GIBBONS, Sam Melville",G000153,1920,2012,-0.233,0.17,-0.114,-0.053
98,House,12007,43,4,FL,100,0,1,"CHAPPELL, William Venroe, Jr.",C000321,1922,1989,-0.098,0.916,-0.172,0.942
98,House,13047,43,8,FL,200,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013,0.325,-0.112,0.254,-0.126
98,House,14029,43,17,FL,100,0,1,"LEHMAN, William",L000226,1913,2005,-0.483,-0.001,-0.594,0.062
98,House,14636,43,1,FL,100,0,1,"HUTTO, Earl Dewitt",H001018,1926,,-0.007,0.732,-0.028,0.787
98,House,14648,43,14,FL,100,0,1,"MICA, Daniel Andrew",M000688,1944,,-0.184,0.363,-0.166,0.255
98,House,14651,43,11,FL,100,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-0.045,0.342
98,House,14842,43,5,FL,200,0,1,"McCOLLUM, Ira William, Jr. (Bill)",M000350,1944,,0.377,-0.101,0.398,-0.18
98,House,14860,43,15,FL,200,0,1,"SHAW, Eugene Clay, Jr.",S000303,1939,2013,0.3,-0.142,0.351,-0.16
98,House,15006,43,9,FL,200,0,1,"BILIRAKIS, Michael",B000463,1930,,0.382,-0.219,0.392,-0.169
98,House,15035,43,12,FL,200,0,1,"LEWIS, Thomas F.",L000295,1924,2003,0.387,-0.324,0.27,-0.137
98,House,15037,43,13,FL,200,0,1,"MACK, Connie, III",M000019,1940,,0.466,-0.321,0.528,-0.345
98,House,15038,43,6,FL,100,0,1,"MacKAY, Kenneth Hood, Jr. (Buddy)",M000023,1933,,-0.13,-0.117,-0.092,-0.168
98,House,15062,43,16,FL,100,0,1,"SMITH, Lawrence Jack",S000586,1941,,-0.355,0.075,-0.378,0.095
98,House,94428,43,10,FL,100,0,1,"IRELAND, Andrew Poysell (Andy)",I000029,1930,,0.015,0.377,0.111,0.365
98,House,14249,44,4,GA,100,0,1,"LEVITAS, Elliott Harris",L000265,1930,,-0.056,0.075,-0.052,0.203
98,House,14252,44,7,GA,100,0,1,"McDONALD, Lawrence Patton",M000413,1935,1983,0.884,0.343,0.829,0.385
98,House,14404,44,10,GA,100,0,1,"BARNARD, Druie Douglas, Jr.",B000153,1922,,-0.028,0.639,-0.003,0.631
98,House,14429,44,9,GA,100,0,1,"JENKINS, Edgar Lanier (Ed)",J000083,1933,2012,-0.116,0.678,-0.064,0.49
98,House,14467,44,5,GA,100,0,1,"FOWLER, Wyche, Jr.",F000329,1940,,-0.237,0.196,-0.245,0.082
98,House,14627,44,6,GA,200,0,1,"GINGRICH, Newton Leroy",G000225,1943,,0.377,-0.257,0.343,-0.134
98,House,14831,44,2,GA,100,0,1,"HATCHER, Charles Floyd",H000340,1939,,-0.202,0.722,-0.219,0.868
98,House,15053,44,3,GA,100,0,1,"RAY, Richard Belmont",R000080,1927,1999,0.035,0.56,0.051,0.642
98,House,15057,44,8,GA,100,0,1,"ROWLAND, James Roy, Jr.",R000481,1926,,-0.127,0.616,-0.144,0.611
98,House,15069,44,1,GA,100,0,1,"THOMAS, Robert Lindsay",T000184,1943,,-0.14,0.673,-0.136,0.52
98,House,15081,44,7,GA,100,2,2,"DARDEN, George (Buddy)",D000051,1943,,-0.161,0.691,-0.075,0.602
98,House,14400,82,2,HI,100,0,1,"AKAKA, Daniel Kahikina",A000069,1924,,-0.419,0.273,-0.501,0.589
98,House,14425,82,1,HI,100,0,1,"HEFTEL, Cecil Landau",H000449,1924,2010,-0.269,0.243,-0.234,0.217
98,House,10734,63,2,ID,200,0,1,"HANSEN, George Vernon",H000171,1930,2014,0.621,0.339,0.601,0.314
98,House,14809,63,1,ID,200,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,0.529,-0.111
98,House,6455,21,18,IL,200,0,1,"MICHEL, Robert Henry",M000692,1923,,0.372,-0.157,0.312,-0.106
98,House,7610,21,21,IL,100,0,1,"PRICE, Charles Melvin",P000522,1905,1988,-0.429,0.346,-0.392,0.809
98,House,8080,21,8,IL,100,0,1,"ROSTENKOWSKI, Daniel David",R000458,1928,2010,-0.39,0.246,-0.287,0.093
98,House,10421,21,9,IL,100,0,1,"YATES, Sidney Richard",Y000013,1909,2000,-0.494,-0.494,-0.493,-0.778
98,House,10703,21,11,IL,100,0,1,"ANNUNZIO, Frank",A000212,1915,2001,-0.398,0.351,-0.398,0.493
98,House,10722,21,13,IL,200,0,1,"ERLENBORN, John Neal",E000204,1927,2005,0.315,-0.438,0.37,-0.184
98,House,12041,21,12,IL,200,0,1,"CRANE, Philip Miller",C000873,1930,2014,0.739,0.023,0.737,0.028
98,House,14033,21,15,IL,200,0,1,"MADIGAN, Edward Rell",M000041,1936,1994,0.247,-0.396,0.229,-0.197
98,House,14041,21,4,IL,200,0,1,"O'BRIEN, George Miller",O000010,1917,1986,0.169,-0.132,0.146,-0.126
98,House,14068,21,7,IL,100,0,1,"COLLINS, Cardiss",C000634,1931,2013,-0.552,-0.218,-0.534,-0.199
98,House,14239,21,6,IL,200,0,1,"HYDE, Henry John",H001022,1924,2007,0.312,-0.18,0.332,-0.175
98,House,14271,21,3,IL,100,0,1,"RUSSO, Martin Anthony",R000543,1944,,-0.192,-0.209,-0.214,-0.313
98,House,14275,21,22,IL,100,0,1,"SIMON, Paul Martin",S000423,1928,2003,-0.397,-0.224,-0.369,-0.081
98,House,14411,21,14,IL,200,0,1,"CORCORAN, Thomas Joseph",C000773,1939,,0.319,-0.247,0.382,-0.241
98,House,14615,21,19,IL,200,0,1,"CRANE, Daniel Bever",C000871,1936,,0.744,0.048,0.747,0.099
98,House,14677,21,10,IL,200,0,1,"PORTER, John Edward",P000444,1935,,0.217,-0.604,0.225,-0.505
98,House,14841,21,16,IL,200,0,1,"MARTIN, Lynn Morley",M000195,1939,,0.345,-0.67,0.319,-0.627
98,House,14856,21,2,IL,100,0,1,"SAVAGE, Gus",S000081,1925,2015,-0.671,-0.39,-0.576,-0.323
98,House,14866,21,1,IL,100,0,1,"WASHINGTON, Harold",W000180,1922,1987,-0.488,-0.873,-1,-0.014
98,House,15021,21,20,IL,100,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.356,-0.348,-0.169,-0.806
98,House,15023,21,17,IL,100,0,1,"EVANS, Lane Allen",E000250,1951,2014,-0.454,-0.181,-0.426,-0.172
98,House,15036,21,5,IL,100,0,1,"LIPINSKI, William Oliver",L000342,1937,,-0.176,0.3,-0.131,0.017
98,House,15079,21,1,IL,100,2,2,"HAYES, Charles Arthur",H000388,1918,1997,-0.656,-0.395,-0.56,-0.336
98,House,10732,22,9,IN,100,0,1,"HAMILTON, Lee Herbert",H000114,1931,,-0.171,-0.053,-0.139,-0.129
98,House,10742,22,10,IN,100,0,1,"JACOBS, Andrew, Jr.",J000033,1932,2013,-0.07,-0.846,-0.035,-0.999
98,House,11036,22,7,IN,200,0,1,"MYERS, John Thomas",M001130,1927,2015,0.236,0.254,0.195,0.338
98,House,13018,22,5,IN,200,0,1,"HILLIS, Elwood Haynes",H000624,1926,,0.173,-0.106,0.235,0.03
98,House,14274,22,2,IN,100,0,1,"SHARP, Philip Riley",S000294,1942,,-0.166,-0.283,-0.117,-0.225
98,House,14806,22,4,IN,200,0,1,"COATS, Daniel Ray",C000542,1943,,0.375,-0.227,0.379,-0.335
98,House,14834,22,3,IN,200,0,1,"HILER, John Patrick",H000586,1953,,0.413,-0.35,0.461,-0.43
98,House,14880,22,1,IN,100,0,1,"HALL, Katie Beatrice",H000058,1938,2012,-0.529,0.095,-0.525,0.04
98,House,15014,22,6,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,0.565,-0.218
98,House,15041,22,8,IN,100,0,1,"McCLOSKEY, Francis Xavier",M000342,1939,2003,-0.336,0.094,-0.282,0.01
98,House,8672,31,4,IA,100,0,1,"SMITH, Neal Edward",S000596,1920,,-0.313,0.174,-0.195,-0.102
98,House,14205,31,6,IA,100,0,1,"BEDELL, Berkley Warren",B000298,1921,,-0.24,-0.595,-0.209,-0.479
98,House,14230,31,5,IA,100,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-0.258,-0.966
98,House,14432,31,1,IA,200,0,1,"LEACH, James Albert Smith",L000169,1942,,0.141,-0.79,0.091,-0.866
98,House,14668,31,2,IA,200,0,1,"TAUKE, Thomas Joseph",T000053,1950,,0.27,-0.775,0.243,-0.755
98,House,14820,31,3,IA,200,0,1,"EVANS, Thomas Cooper",E000259,1924,2005,0.247,-0.969,0.234,-0.972
98,House,11057,32,3,KS,200,0,1,"WINN, Edward Lawrence, Jr. (Larry)",W000636,1919,,0.247,-0.033,0.336,0.066
98,House,14422,32,4,KS,100,0,1,"GLICKMAN, Daniel Robert",G000240,1944,,-0.133,-0.149,-0.12,-0.095
98,House,14670,32,5,KS,200,0,1,"WHITTAKER, Robert Russell",W000426,1939,,0.346,-0.318,0.338,-0.134
98,House,14852,32,1,KS,200,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.092,0.453,-0.502
98,House,15061,32,2,KS,100,0,1,"SLATTERY, James Charles",S000477,1948,,-0.099,-0.04,-0.031,-0.139
98,House,6845,51,2,KY,100,0,1,"NATCHER, William Huston",N000009,1909,1994,-0.288,0.575,-0.322,0.537
98,House,7343,51,7,KY,100,0,1,"PERKINS, Carl Dewey",P000230,1912,1984,-0.343,0.332,-0.456,0.662
98,House,10626,51,4,KY,200,0,1,"SNYDER, Marion Gene",S000669,1928,2007,0.26,0.298,0.221,0.204
98,House,13024,51,3,KY,100,0,1,"MAZZOLI, Romano Louis",M000291,1932,,-0.186,-0.016,-0.161,-0.025
98,House,14237,51,1,KY,100,0,1,"HUBBARD, Carroll, Jr.",H000878,1937,,-0.038,0.476,-0.008,0.804
98,House,14635,51,6,KY,200,0,1,"HOPKINS, Larry Jones",H000776,1933,,0.347,-0.242,0.325,-0.125
98,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.335,0.106,0.231,0.212
98,House,10602,45,8,LA,100,0,1,"LONG, Gillis William",L000417,1923,1985,-0.368,0.604,-0.397,0.453
98,House,13056,45,7,LA,100,0,1,"BREAUX, John Berlinger",B000780,1944,,-0.123,0.702,-0.011,0.544
98,House,14067,45,2,LA,100,0,1,"BOGGS, Corinne Claiborne (Lindy)",B000592,1916,2013,-0.359,0.501,-0.375,0.555
98,House,14259,45,6,LA,200,0,1,"MOORE, William Henson, III",M000923,1939,,0.24,0.144,0.243,-0.025
98,House,14427,45,5,LA,100,0,1,"HUCKABY, Thomas Jerald",H000901,1941,,-0.009,0.507,0.002,0.385
98,House,14469,45,1,LA,200,0,1,"LIVINGSTON, Robert Linlithgow, Jr.",L000371,1943,,0.326,0.109,0.339,0.124
98,House,14679,45,3,LA,100,0,1,"TAUZIN, Wilbert Joseph (Billy)",T000058,1943,,0.03,0.568,0.05,0.39
98,House,14853,45,4,LA,100,0,1,"ROEMER, Charles Elson (Buddy), III",R000384,1943,,0.178,-0.415,0.21,-0.506
98,House,14661,2,2,ME,200,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,0.054,-0.474
98,House,15042,2,1,ME,200,0,1,"McKERNAN, John Rettie, Jr.",M000512,1948,,0.137,-0.708,0.092,-0.598
98,House,10601,52,2,MD,100,0,1,"LONG, Clarence Dickinson",L000413,1908,1994,-0.274,0.098,-0.31,0.218
98,House,13031,52,7,MD,100,0,1,"MITCHELL, Parren James",M000826,1922,2007,-0.526,-0.851,-0.77,-0.637
98,House,14021,52,4,MD,200,0,1,"HOLT, Marjorie Sewell",H000747,1920,,0.368,0.061,0.346,0.06
98,House,14440,52,3,MD,100,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-0.389,-0.029
98,House,14604,52,8,MD,100,0,1,"BARNES, Michael Darr",B000160,1943,,-0.343,-0.513,-0.356,-0.18
98,House,14608,52,6,MD,100,0,1,"BYRON, Beverly Barton Butcher",B001220,1932,,-0.024,0.516,-0.028,0.736
98,House,14817,52,1,MD,100,0,1,"DYSON, Royden Patrick",D000593,1948,,-0.104,0.471,-0.151,0.711
98,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.116,-0.464,0.432
98,House,830,3,2,MA,100,0,1,"BOLAND, Edward Patrick",B000600,1911,2001,-0.306,-0.104,-0.368,0.062
98,House,2009,3,1,MA,200,0,1,"CONTE, Silvio Ottavio",C000709,1921,1991,-0.023,-0.683,-0.023,-0.655
98,House,7081,3,8,MA,100,0,1,"O'NEILL, Thomas Philip, Jr. (Tip)",O000098,1912,1994,-0.402,0.058,-0.707,-0.705
98,House,14039,3,9,MA,100,0,1,"MOAKLEY, John Joseph",M000834,1927,2001,-0.418,-0.054,-0.483,-0.058
98,House,14055,3,10,MA,100,0,1,"STUDDS, Gerry Eastman",S001040,1937,2006,-0.444,-0.593,-0.422,-0.544
98,House,14216,3,3,MA,100,0,1,"EARLY, Joseph Daniel",E000013,1933,2012,-0.254,-0.409,-0.354,-0.339
98,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.507,-0.44,-0.568,-0.58
98,House,14621,3,11,MA,100,0,1,"DONNELLY, Brian Joseph",D000416,1946,,-0.291,-0.046,-0.342,-0.044
98,House,14650,3,6,MA,100,0,1,"MAVROULES, Nicholas James",M000264,1929,2003,-0.342,-0.023,-0.437,0.062
98,House,14658,3,5,MA,100,0,1,"SHANNON, James Michael",S000286,1952,,-0.465,-0.387,-0.514,-0.39
98,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-0.442,-0.518
98,House,1087,23,18,MI,200,0,1,"BROOMFIELD, William S.",B000890,1922,,0.227,-0.309,0.322,-0.325
98,House,2605,23,16,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,,-0.448,0.313,-0.405,0.212
98,House,10713,23,1,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,,-0.658,-0.512,-0.655,-0.413
98,House,10727,23,15,MI,100,0,1,"FORD, William David",F000270,1927,2004,-0.516,0.098,-0.577,0.187
98,House,10794,23,9,MI,200,0,1,"VANDER JAGT, Guy Adrian",V000027,1931,2007,0.247,-0.226,0.241,-0.114
98,House,14075,23,8,MI,100,0,1,"TRAXLER, Jerome Bob",T000356,1931,,-0.33,0.126,-0.402,0.194
98,House,14210,23,6,MI,100,0,1,"CARR, Milton Robert (Bob)",C000178,1943,,-0.254,-0.342,-0.322,0.074
98,House,14407,23,12,MI,100,0,1,"BONIOR, David Edward",B000619,1945,,-0.547,-0.006,-0.554,0.039
98,House,14430,23,7,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,,-0.385,0.011,-0.463,-0.196
98,House,14446,23,2,MI,200,0,1,"PURSELL, Carl Duane",P000574,1932,2009,0.12,-0.557,0.153,-0.43
98,House,14450,23,5,MI,200,0,1,"SAWYER, Harold Samuel",S000087,1920,2003,0.167,-0.213,0.155,-0.142
98,House,14600,23,10,MI,100,0,1,"ALBOSTA, Donald Joseph",A000076,1925,2014,-0.258,0.294,-0.28,0.223
98,House,14618,23,11,MI,200,0,1,"DAVIS, Robert William",D000131,1932,2009,0.098,-0.146,0.082,-0.067
98,House,14673,23,3,MI,100,0,1,"WOLPE, Howard Eliot, III",W000682,1939,2011,-0.374,-0.466,-0.388,-0.353
98,House,14681,23,13,MI,100,0,1,"CROCKETT, George William, Jr.",C000919,1909,1997,-0.651,-0.414,-0.506,-0.331
98,House,14833,23,14,MI,100,0,1,"HERTEL, Dennis Mark",H000547,1948,,-0.345,-0.223,-0.279,-0.311
98,House,14872,23,4,MI,200,0,1,"SILJANDER, Mark Deli",S000409,1951,,0.406,-0.102,0.389,-0.124
98,House,15033,23,17,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-0.36,-0.165
98,House,13015,33,3,MN,200,0,1,"FRENZEL, William Eldridge",F000380,1928,2014,0.353,-0.815,0.439,-0.843
98,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304,-0.545,-0.082
98,House,14458,33,4,MN,100,0,1,"VENTO, Bruce Frank",V000087,1940,2000,-0.472,-0.376,-0.448,-0.458
98,House,14466,33,7,MN,200,0,1,"STANGELAND, Arlan Ingehart",S000795,1930,2013,0.346,-0.18,0.273,-0.033
98,House,14656,33,5,MN,100,0,1,"SABO, Martin Olav",S000005,1938,2016,-0.516,-0.317,-0.747,-0.665
98,House,14868,33,2,MN,200,0,1,"WEBER, John Vincent (Vin)",W000237,1952,,0.381,-0.544,0.408,-0.583
98,House,15052,33,1,MN,100,0,1,"PENNY, Timothy Joseph",P000215,1951,,-0.051,-0.502,-0.138,-0.642
98,House,15059,33,6,MN,100,0,1,"SIKORSKI, Gerald Edward",S000407,1948,,-0.217,-0.976,-0.269,-0.963
98,House,10075,46,1,MS,100,0,1,"WHITTEN, Jamie Lloyd",W000428,1910,1995,-0.161,0.987,-0.286,0.619
98,House,11035,46,3,MS,100,0,1,"MONTGOMERY, Gillespie V. (Sonny)",M000865,1920,2006,0.017,1,0.112,0.994
98,House,14031,46,5,MS,200,0,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,0.357,0.295
98,House,14874,46,4,MS,100,0,1,"DOWDY, Charles Wayne",D000466,1943,,-0.259,0.724,-0.246,0.61
98,House,15025,46,2,MS,200,0,1,"FRANKLIN, William Webster",F000347,1941,,0.303,0.227,0.302,0.218
98,House,12009,34,1,MO,100,0,1,"CLAY, William Lacy, Sr.",C000488,1931,,-0.49,-0.872,-0.504,-0.864
98,House,14057,34,7,MO,200,0,1,"TAYLOR, Gene",T000075,1928,1998,0.328,0.442,0.27,0.333
98,House,14410,34,6,MO,200,0,1,"COLEMAN, Earl Thomas",C000618,1943,,0.262,-0.265,0.188,-0.104
98,House,14421,34,3,MO,100,0,1,"GEPHARDT, Richard Andrew",G000132,1941,,-0.416,0.245,-0.395,0.232
98,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724,-0.199,0.951
98,House,14459,34,9,MO,100,0,1,"VOLKMER, Harold Lee",V000112,1931,2011,-0.196,0.329,-0.149,0.135
98,House,14465,34,2,MO,100,0,1,"YOUNG, Robert Anton, III",Y000051,1923,2007,-0.3,0.458,-0.274,0.4
98,House,14819,34,8,MO,200,0,1,"EMERSON, Norvell William (Bill)",E000174,1938,1996,0.332,-0.125,0.361,-0.469
98,House,15076,34,5,MO,100,0,1,"WHEAT, Alan Dupree",W000326,1951,,-0.465,-0.73,-0.529,-0.076
98,House,14437,64,2,MT,200,0,1,"MARLENEE, Ronald Charles",M000139,1935,,0.393,-0.212,0.293,0.128
98,House,14672,64,1,MT,100,0,1,"WILLIAMS, John Patrick",W000520,1937,,-0.315,-0.138,-0.282,-0.304
98,House,14276,35,3,NE,200,0,1,"SMITH, Virginia Dodd",S000622,1911,2006,0.238,0.033,0.236,-0.09
98,House,14605,35,1,NE,200,0,1,"BEREUTER, Douglas Kent",B000403,1939,,0.231,-0.347,0.212,-0.35
98,House,14810,35,2,NE,200,0,1,"DAUB, Harold John, Jr., (Hal)",D000065,1941,,0.391,-0.322,0.375,-0.179
98,House,15054,65,1,NV,100,0,1,"REID, Harry",R000146,1939,,-0.276,0.258,-0.303,0.214
98,House,15075,65,2,NV,200,0,1,"VUCANOVICH, Barbara Farrell",V000124,1921,2013,0.441,-0.109,0.467,-0.025
98,House,14284,4,1,NH,100,0,1,"D'AMOURS, Norman Edward",D000017,1937,,-0.17,-0.19,-0.136,-0.272
98,House,14826,4,2,NH,200,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,0.433,-0.521
98,House,8010,12,10,NJ,100,0,1,"RODINO, Peter Wallace, Jr.",R000374,1909,2005,-0.435,-0.224,-0.496,-0.147
98,House,10609,12,11,NJ,100,0,1,"MINISH, Joseph George",M000796,1916,2007,-0.299,-0.098,-0.259,-0.13
98,House,10739,12,3,NJ,100,0,1,"HOWARD, James John",H000840,1927,1988,-0.431,-0.018,-0.497,0.136
98,House,12042,12,8,NJ,100,0,1,"ROE, Robert A.",R000383,1924,2014,-0.326,0.123,-0.416,0.368
98,House,12046,12,13,NJ,200,0,1,"FORSYTHE, Edwin Bell",F000286,1916,1984,0.326,-0.945,0.347,-0.938
98,House,14046,12,7,NJ,200,0,1,"RINALDO, Matthew John",R000262,1931,2008,0.023,-0.392,0.016,-0.314
98,House,14223,12,1,NJ,100,0,1,"FLORIO, James Joseph",F000215,1937,,-0.318,-0.101,-0.329,-0.098
98,House,14238,12,2,NJ,100,0,1,"HUGHES, William John",H000930,1932,,-0.153,-0.204,-0.11,-0.176
98,House,14614,12,12,NJ,200,0,1,"COURTER, James Andrew",C000809,1941,,0.269,-0.465,0.256,-0.385
98,House,14631,12,14,NJ,100,0,1,"GUARINI, Frank Joseph, Jr.",G000511,1924,,-0.295,-0.047,-0.383,-0.078
98,House,14815,12,6,NJ,100,0,1,"DWYER, Bernard James",D000586,1921,1998,-0.373,0.048,-0.416,0.077
98,House,14855,12,5,NJ,200,0,1,"ROUKEMA, Margaret Scafati",R000465,1929,2014,0.162,-0.701,0.12,-0.598
98,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.163,-0.169,0.051,-0.322
98,House,15071,12,9,NJ,100,0,1,"TORRICELLI, Robert Guy",T000317,1951,,-0.262,-0.118,-0.299,-0.108
98,House,12022,66,1,NM,200,0,1,"LUJ脕N, Manuel, Jr.",L000506,1928,,0.272,-0.059,0.279,0.015
98,House,14861,66,2,NM,200,0,1,"SKEEN, Joseph Richard",S000463,1927,2003,0.301,0.034,0.352,0.093
98,House,15055,66,3,NM,100,0,1,"RICHARDSON, Bill",R000229,1947,,-0.321,0.227,-0.334,0.036
98,House,9017,13,23,NY,100,0,1,"STRATTON, Samuel Studdiford",S000997,1916,1990,-0.139,0.208,-0.134,0.616
98,House,10500,13,6,NY,100,0,1,"ADDABBO, Joseph Patrick",A000052,1925,1986,-0.402,-0.084,-0.559,-0.019
98,House,10596,13,29,NY,200,0,1,"HORTON, Frank Jefferson",H000797,1919,2004,-0.004,-0.359,0.001,-0.313
98,House,10712,13,30,NY,200,0,1,"CONABLE, Barber Benjamin, Jr.",C000666,1922,2003,0.371,-0.658,0.436,-0.608
98,House,10760,13,20,NY,100,0,1,"OTTINGER, Richard Lawrence",O000134,1929,,-0.391,-0.771,-0.536,-0.844
98,House,10768,13,8,NY,100,0,1,"SCHEUER, James Haas",S000124,1920,2005,-0.478,-0.349,-0.422,-0.221
98,House,12003,13,19,NY,100,0,1,"BIAGGI, Mario",B000432,1917,2015,-0.339,0.197,-0.338,0.107
98,House,12013,13,21,NY,200,0,1,"FISH, Hamilton, Jr.",F000141,1926,1996,0.07,-0.423,0.08,-0.459
98,House,13020,13,31,NY,200,0,1,"KEMP, Jack French",K000086,1935,2009,0.3,-0.133,0.317,-0.09
98,House,13021,13,4,NY,200,0,1,"LENT, Norman Frederick",L000243,1931,2012,0.183,-0.24,0.201,-0.218
98,House,13035,13,16,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-0.552,-0.206
98,House,14015,13,22,NY,200,0,1,"GILMAN, Benjamin Arthur",G000212,1922,,0.043,-0.425,0.034,-0.222
98,House,14214,13,2,NY,100,0,1,"DOWNEY, Thomas Joseph",D000471,1949,,-0.384,-0.341,-0.434,-0.252
98,House,14248,13,32,NY,100,0,1,"LaFALCE, John Joseph",L000556,1939,,-0.357,0.112,-0.268,-0.233
98,House,14253,13,28,NY,100,0,1,"McHUGH, Matthew Francis",M000473,1938,,-0.353,-0.227,-0.354,-0.11
98,House,14264,13,33,NY,100,0,1,"NOWAK, Henry James",N000163,1935,,-0.332,-0.123,-0.403,0.033
98,House,14277,13,13,NY,100,0,1,"SOLARZ, Stephen Joshua",S000673,1940,2010,-0.429,-0.258,-0.402,-0.13
98,House,14289,13,34,NY,100,0,1,"LUNDINE, Stanley Nelson",L000516,1939,,-0.31,-0.273,-0.298,-0.224
98,House,14463,13,17,NY,100,0,1,"WEISS, Theodore S.",W000258,1927,1992,-0.564,-0.71,-0.576,-0.497
98,House,14470,13,18,NY,100,0,1,"GARCIA, Robert",G000047,1933,,-0.559,-0.349,-0.584,-0.149
98,House,14471,13,15,NY,200,0,1,"GREEN, Sedgwick William (Bill)",G000417,1929,2002,-0.044,-0.733,-0.01,-0.703
98,House,14610,13,1,NY,200,0,1,"CARNEY, William",C000165,1942,,0.326,-0.173,0.288,-0.073
98,House,14625,13,9,NY,100,0,1,"FERRARO, Geraldine Anne",F000088,1935,2011,-0.384,-0.014,-0.47,0.004
98,House,14662,13,24,NY,200,0,1,"SOLOMON, Gerald Brooks Hunt",S000675,1930,2001,0.492,-0.333,0.53,-0.627
98,House,14840,13,26,NY,200,0,1,"MARTIN, David O'Brien",M000174,1944,2012,0.232,-0.232,0.214,-0.116
98,House,14845,13,5,NY,200,0,1,"McGRATH, Raymond Joseph",M000458,1942,,0.185,-0.45,0.231,-0.352
98,House,14846,13,14,NY,200,0,1,"MOLINARI, Guy Victor",M000842,1928,,0.255,-0.465,0.214,-0.266
98,House,14858,13,10,NY,100,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.354,-0.391,-0.486,-0.295
98,House,14870,13,27,NY,200,0,1,"WORTLEY, George Cornelius",W000752,1926,2014,0.207,-0.094,0.248,-0.213
98,House,15000,13,7,NY,100,0,2,"ACKERMAN, Gary Leonard",A000022,1942,,-0.429,-0.165,-0.583,-0.279
98,House,15007,13,25,NY,200,0,1,"BOEHLERT, Sherwood Louis",B000586,1936,,0.103,-0.718,0.015,-0.466
98,House,15046,13,3,NY,100,0,1,"MRAZEK, Robert Jan",M001057,1945,,-0.349,-0.281,-0.282,-0.165
98,House,15050,13,12,NY,100,0,1,"OWENS, Major Robert Odell",O000159,1936,2013,-0.569,-0.516,-0.524,-0.253
98,House,15072,13,11,NY,100,0,1,"TOWNS, Edolphus",T000326,1934,,-0.519,-0.132,-0.563,-0.142
98,House,10574,47,10,NC,200,0,1,"BROYHILL, James Thomas",B000966,1927,,0.269,0.021,0.379,-0.217
98,House,10788,47,1,NC,100,0,1,"JONES, Walter Beaman, Sr.",J000256,1913,1992,-0.259,0.941,-0.355,0.691
